record_id,redcap_event_name,redcap_survey_identifier,arm_1_timestamp,block_order_1,shirt_style_1,q_shirt_color_1,shirt_size_1,shirt_material_1,pen_color_1,pen_tip_1,pen_paper_1,protein_1,tortilla_1,topp_1___1,topp_1___2,topp_1___3,topp_1___4,topp_1___5,topp_1___6,topp_1___7,topp_1___8,topp_1___9,topp_1___10,topp_1___11,topp_1___12,topp_1___98,addons_1___1,addons_1___2,addons_1___97,bev_1,arm_1_complete,arm_2_timestamp,block_order_2,shirt_style_2,q_shirt_color_2,shirt_size_2,shirt_material_2,pen_color_2,pen_tip_2,pen_paper_2,protein_2,tortilla_2,topp_2___1,topp_2___2,topp_2___3,topp_2___4,topp_2___5,topp_2___6,topp_2___7,topp_2___8,topp_2___9,topp_2___10,topp_2___11,topp_2___12,topp_2___98,addons_2___1,addons_2___2,addons_2___97,bev_2,arm_2_complete,arm_3_timestamp,block_order_3,shirt_style,q_shirt_color,shirt_size,shirt_material,pen_color,pen_tip,pen_paper,protein_3,tortilla,topp___1,topp___2,topp___3,topp___4,topp___5,topp___6,topp___7,topp___8,topp___9,topp___10,topp___11,topp___12,topp___98,addons___1,addons___2,addons___97,bev,arm_3_complete,stanford_survey_2_timestamp,q_awareness,gender,dob,state,stanford_survey_2_complete,stanford_survey_3_timestamp,cty_al_v2_e22628,cty_ak_v2_929bd2,cty_az_v2_b780e3,cty_ark_v2_955bdf,cty_ca_v2_74012e,cty_col_v2_143aa2,cty_ct_v2_8af58b,cty_de_v2_77b4ae,cty_fla_v2_6e16f0,cty_ga_v2_6b4912,cty_hi_v2_3fe9cc,cty_id_v2_13a608,cty_ill_v2_09efc4,cty_ind_v2_932836,cty_iowa_v2_51d17f,cty_ks_v2_586289,cty_ky_v2_dd7186,cty_lou_v2_11a316,cty_me_v2_76342c,cty_md_v2_86408a,cty_ma_v2_2b0f6e,cty_mi_v2_c533af,cty_mn_v2_a6b8c9,cty_ms_v2_2eb3ea,cty_mo_v2_f7cf0f,cty_mt_v2_eece85,cty_nb_v2_1845de,cty_nv_v2_cbfd57,cty_nh_v2_7f5683,cty_nj_v2_d518e1,cty_nm_v2_2da9b4,cty_ny_v2_72a698,cty_nc_v2_60c0bd,cty_nd_v2_4e52e2,cty_oh_v2_e7c461,cty_ok_v2_eb98bf,cty_or_v2_1c1add,cty_pa_v2_73e5b9,cty_ri_v2_04dfa5,cty_sc_v2_f48d96,cty_sd_v2_8e86fa,cty_tn_v2_de9d03,cty_tx_v2_ef1618,cty_ut_v2_519d25,cty_vt_v2_74ef52,cty_va_v2_ab6104,cty_wa_v2_ee038c,cty_wv_v2_1d9ac9,cty_wi_v2_950d32,cty_wy_v2_ac720c,cty_gu_v2_d42386,cty_pr_v2_a67c59,cty_minor_v2_0217db,cty_vi_v2_941d0b,edu,eth___1,eth___2,eth___3,eth___4,eth___5,eth___6,eth___7,eth___8,eth___9,eth___99,polit,chip,ffq_clothes_freq,ffq_pen_freq,ffq_cow_freq,ffq_pig_freq,ffq_attn_freq,ffq_hen_freq,ffq_pb_freq,ffq_fish_freq,ffq_dairy_freq,ffq_eggs_freq,time_end3,stanford_survey_3_complete,stanford_survey_4_timestamp,protein_1_attn,protein_2_attn,protein_3_attn,opted_out_all,stanford_survey_4_complete
602,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,august_2024_arm_5,,"2025-01-27 13:46:12",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,1,7,6,1,4,2,3,3,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:47:34",3,1,1969,IL14,2,"2025-01-27 13:49:38",,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,0,0,0,0,2,4,4,1,3,1,7,4,1,2,4,4,"2025-01-27 15:47:42",2,"2025-01-27 13:50:06",3,,,,2
603,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:45:54",shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev,3,7,4,1,4,1,8,3,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,14,2,"2025-01-27 13:46:45",3,1,1993,LA19,2,"2025-01-27 13:48:13",,,,,,,,,,,,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,3,1,4,1,6,4,7,6,1,2,7,6,"2025-01-27 15:46:48",2,"2025-01-27 13:48:28",,,3,,2
604,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:25",q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material,2,2,4,3,1,3,1,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,8,2,"2025-01-27 13:47:20",1,1,1974,NV29,2,"2025-01-27 13:48:46",,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,1,1,2,1,3,1,3,2,1,4,5,2,"2025-01-27 13:47:22",2,"2025-01-27 13:49:18",,,2,,2
605,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:45:46",q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material,3,4,4,1,3,3,1,2,2,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,7,2,"2025-01-27 13:46:22",13,1,1984,KY18,2,"2025-01-27 13:48:00",,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,2,5,4,3,6,5,7,4,5,3,6,6,"2025-01-27 16:46:25",2,"2025-01-27 13:48:12",,,1,,2
606,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:47:54",q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material,3,6,6,1,1,3,1,2,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,14,2,"2025-01-27 13:49:24",1,2,1970,TN43,2,"2025-01-27 13:52:33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,,,,,,,,,,,,,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,4,7,3,1,2,5,6,"2025-01-27 16:49:35",2,"2025-01-27 13:53:15",,,2,,2
607,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:07",shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev,1,1,5,4,1,2,1,2,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,97,2,"2025-01-27 13:47:51",3,2,1997,VA47,2,"2025-01-27 13:49:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,3,5,1,1,5,2,7,4,1,2,6,6,"2025-01-27 16:47:52",2,"2025-01-27 13:49:44",,,2,,2
608,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,august_2024_arm_5,,"2025-01-27 13:44:53",q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,2,2,5,1,3,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:45:35",11,2,2001,TX44,2,"2025-01-27 13:46:59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871,,,,,,,,,,,,4,1,0,0,0,0,0,0,0,0,0,2,3,1,1,4,1,7,6,1,5,3,7,"2025-01-27 15:45:40",2,"2025-01-27 13:47:12",2,,,,2
609,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,august_2024_arm_5,,"2025-01-27 13:54:03",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1,1,9,6,2,1,2,3,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:56:53",13,1,1998,NY33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,0
610,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,august_2024_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:26",q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2,2,1,3,1,1,2,1,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:47:47",3,99,1981,FL10,2,"2025-01-27 13:49:27",,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,2,0,2,1,2,2,7,4,1,1,4,3,"2025-01-27 16:47:53",2,"2025-01-27 13:50:02",,4,,,2
611,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,august_2024_arm_5,,"2025-01-27 13:44:52",q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,2,2,6,1,1,2,1,1,2,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:45:20",3,1,2006,SC41,2,"2025-01-27 13:46:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,0,3,1,2,1,1,1,7,4,1,1,4,4,"2025-01-27 16:45:22",2,"2025-01-27 13:46:09",1,,,,2
612,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,august_2024_arm_5,,"2025-01-27 13:44:47",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1,2,2,2,1,4,2,1,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:45:12",13,1,2002,VA47,2,"2025-01-27 13:46:40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124,,,,,,,,,3,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,3,7,4,1,2,4,3,"2025-01-27 16:45:14",2,"2025-01-27 13:46:49",1,,,,2
613,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,august_2024_arm_5,,"2025-01-27 13:45:55",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,3,2,4,1,1,4,1,2,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:59",1,1,2001,OR38,2,"2025-01-27 13:49:13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,1,0,0,0,0,9,1,1,1,2,2,7,3,1,2,4,3,"2025-01-27 13:47:02",2,"2025-01-27 13:49:38",2,,,,2
614,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,august_2024_arm_5,,"2025-01-27 13:45:59",shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1,2,2,7,3,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:48",3,2,1960,NY33,2,"2025-01-27 13:48:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,2,1,3,1,4,2,3,3,1,1,4,3,"2025-01-27 16:46:52",2,"2025-01-27 13:48:31",2,,,,2
615,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,august_2024_arm_5,,"2025-01-27 13:45:37",q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,3,2,6,1,2,1,1,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:07",11,1,1963,IA16,2,"2025-01-27 13:47:14",,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,2,0,1,1,4,3,7,5,1,3,6,4,"2025-01-27 15:46:14",2,"2025-01-27 13:47:28",3,,,,2
616,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:47:27",q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material,1,1,4,1,3,3,8,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,"2025-01-27 13:48:40",13,2,1971,CA05,2,"2025-01-27 13:50:09",,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,7,4,5,2,6,3,"2025-01-27 13:48:45",2,"2025-01-27 13:50:22",,,7,,2
617,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:39",q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material,2,1,5,1,3,2,1,2,2,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,2,"2025-01-27 13:47:46",1,1,1968,CT07,2,"2025-01-27 13:49:12",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,2,7,3,1,2,5,4,"2025-01-27 16:47:50",2,"2025-01-27 13:49:30",,,2,,2
618,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:57:07",q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev,3,12,8,3,4,3,1,4,2,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,2,"2025-01-27 13:58:32",3,1,1978,WI50,2,"2025-01-27 14:06:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364,,,,,,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4,4,7,5,1,1,7,4,"2025-01-27 15:58:48",2,"2025-01-27 14:10:42",,,4,,2
619,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:45:27",q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper,3,3,5,1,1,3,1,3,97,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,5,2,"2025-01-27 13:46:30",1,2,1988,TN43,2,"2025-01-27 13:47:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,0,3,0,1,1,5,4,7,4,1,2,3,2,"2025-01-27 16:46:37",2,"2025-01-27 13:47:45",,,2,,2
620,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:51:28",q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material,3,7,3,4,1,3,1,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,2,"2025-01-27 13:52:43",13,2,1988,MD21,2,"2025-01-27 13:55:26",,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3,1,7,3,1,4,7,1,"2025-01-27 16:52:50",2,,,,,,0
621,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-27 13:46:15",q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper,1,8,4,1,8,,,97,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"2025-01-27 13:47:18",11,1,1991,SC41,2,"2025-01-27 13:49:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,,,,,,,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,7,1,2,4,3,2,"2025-01-27 16:47:21",2,"2025-01-27 13:49:38",,,97,89,2
622,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
